ID,First Name,Last Name,Position,Worth,Source,Age,Unnamed: 0,Gender,Country,Image
7800,Hermann,Langness,1043.0,2.4 BUSD,Food and Beverage  ==> retail,65 years old,1094,None,None,https://specials-images.forbesimg.com/imageserve/5a9553d131358e79a28a60e0/416x416.jpg?background=000000&cropX1=33&cropX2=1054&cropY1=245&cropY2=1267
4302,Li,Li,1044.0,2.4 BUSD,Technology  ==> software,54 years old,1095,None,None,https://specials-images.forbesimg.com/imageserve/5a9553d131358e79a28a60e0/416x416.jpg?background=000000&cropX1=33&cropX2=1054&cropY1=245&cropY2=1267
5073,Alexander,Mamut,1045.0,2.4 BUSD,Finance and Investments  ==> investments,58 years old,1096,M,Russia,https://specials-images.forbesimg.com/imageserve/5a8089c7a7ea431690133978/416x416.jpg?background=000000&cropX1=858&cropX2=2972&cropY1=99&cropY2=2214
2900,Joao,Marinho,1046.0,2.4 BUSD,Media & Entertainment  ==> media,64 years old,1097,None,None,https://specials-images.forbesimg.com/imageserve/5a7b7fd231358e4955acddb8/416x416.jpg?background=000000&cropX1=234&cropX2=1084&cropY1=2&cropY2=853
1678,Drayton,Mclane,1047.0,2.4 BUSD,"Fashion & Retail  ==> Wal-Mart, logistics",81 years old,1098,M,United States,https://specials-images.forbesimg.com/imageserve/59de73b04bbe6f37dda057e7/416x416.jpg?background=000000&cropX1=819&cropX2=2165&cropY1=347&cropY2=1693
8816,Patrice,Motsepe,1048.0,2.4 BUSD,Metals & Mining  ==> mining,56 years old,1099,None,None,https://specials-images.forbesimg.com/imageserve/5a80fe9aa7ea431690133f53/416x416.jpg?background=000000&cropX1=13&cropX2=1397&cropY1=236&cropY2=1619
4014,Alfred,Oetker,1049.0,2.4 BUSD,Fashion & Retail  ==> consumer goods,51 years old,1100,M,None,https://specials-images.forbesimg.com/imageserve/5a7e0642a7ea431690131d18/416x416.jpg?background=000000&cropX1=1&cropX2=560&cropY1=74&cropY2=633
9479,August,Oetker,1050.0,2.4 BUSD,Fashion & Retail  ==> consumer goods,74 years old,1101,None,None,https://specials-images.forbesimg.com/imageserve/5a7e07b031358e4955ad0ca8/416x416.jpg?background=000000&cropX1=4&cropX2=1108&cropY1=64&cropY2=1169
6685,Carl,Oetker,1051.0,2.4 BUSD,Fashion & Retail  ==> consumer goods,45 years old,1102,Male,None,https://specials-images.forbesimg.com/imageserve/5a7e0dda31358e4955ad0e11/416x416.jpg?background=000000&cropX1=886&cropX2=3401&cropY1=293&cropY2=2806
9555,Christian,Oetker,1052.0,2.4 BUSD,Fashion & Retail  ==> consumer goods,70 years old,1103,M,Germany,https://specials-images.forbesimg.com/imageserve/5a7e0dda31358e4955ad0e11/416x416.jpg?background=000000&cropX1=886&cropX2=3401&cropY1=293&cropY2=2806
5813,Julia,Oetker,1053.0,2.4 BUSD,Fashion & Retail  ==> consumer goods,39 years old,1104,F,None,https://specials-images.forbesimg.com/imageserve/5a7e1aa031358e4955ad1098/416x416.jpg?background=000000&cropX1=12&cropX2=2712&cropY1=490&cropY2=3189
9413,Richard,Oetker,1054.0,2.4 BUSD,Fashion & Retail  ==> consumer goods,67 years old,1105,M,None,https://specials-images.forbesimg.com/imageserve/5a7e3bd231358e4955ad12cf/416x416.jpg?background=000000&cropX1=1253&cropX2=4424&cropY1=21&cropY2=3192
4163,Daniel,Pritzker,1055.0,2.4 BUSD,"Service  ==> hotels, investments",58 years old,1106,M,USA,https:http://specials-images.forbesimg.com/imageserve/1788ff3eca5d8941d3b38c5bb28f8f6c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=56&cropY2=800
2345,John,Pritzker,1056.0,2.4 BUSD,"Finance and Investments  ==> hotels, investments",65 years old,1107,Male,United States,https://specials-images.forbesimg.com/imageserve/59dd9070a7ea436b47b3aff2/416x416.jpg?background=000000&cropX1=467&cropX2=1318&cropY1=77&cropY2=928
6599,Nevaldo,Rocha,1057.0,2.4 BUSD,Fashion & Retail  ==> retail,88 years old,1108,Male,Brazil,https://specials-images.forbesimg.com/imageserve/20107223316710d6afbd0e97ce816916/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=121&cropY2=865
6250,Luigi,Rovati,1058.0,2.4 BUSD,Healthcare  ==> pharmaceuticals,89 years old,1109,None,None,https://specials-images.forbesimg.com/imageserve/589f9c33a7ea431f32194ce6/416x416.jpg?background=000000&cropX1=3&cropX2=573&cropY1=2&cropY2=572
3643,Ferit,Sahenk,1059.0,2.4 BUSD,Diversified  ==> diversified,54 years old,1110,Male,None,https://specials-images.forbesimg.com/imageserve/5a81480731358e4955ad32d9/416x416.jpg?background=000000&cropX1=0&cropX2=798&cropY1=2&cropY2=800
3100,Rosely,Schweizer,1060.0,2.4 BUSD,Fashion & Retail  ==> consumer goods,77 years old,1111,F,None,https://specials-images.forbesimg.com/imageserve/5a7e408a31358e4955ad1304/416x416.jpg?background=000000&cropX1=4&cropX2=1656&cropY1=82&cropY2=1734
9818,Eric,Smidt,1061.0,2.4 BUSD,Fashion & Retail  ==> hardware stores,58 years old,1112,Male,United States,https://specials-images.forbesimg.com/imageserve/59b00d1da7ea434a34f36956/416x416.jpg?background=000000&cropX1=168&cropX2=3712&cropY1=634&cropY2=4180
6142,Alexander,Spanos,1062.0,2.4 BUSD,"Sports  ==> real estate, Los Angeles Chargers",94 years old,1113,None,None,https:http://specials-images.forbesimg.com/imageserve/3592a67d690ae764a8d815ef56d2fcd8/416x416.jpg?background=000000&cropX1=89&cropX2=669&cropY1=74&cropY2=654
4351,Leena,Tewari,1063.0,2.4 BUSD,Healthcare  ==> pharmaceuticals,60 years old,1114,F,None,https://specials-images.forbesimg.com/imageserve/5a7f334a4bbe6f2652f52f6e/416x416.jpg?background=000000&cropX1=76&cropX2=300&cropY1=2&cropY2=226
7795,Tong,Tong,1064.0,2.4 BUSD,Real Estate  ==> real estate,63 years old,1115,Male,None,https://specials-images.forbesimg.com/imageserve/5a7f334a4bbe6f2652f52f6e/416x416.jpg?background=000000&cropX1=76&cropX2=300&cropY1=2&cropY2=226
7742,Peter,Unger,1065.0,2.4 BUSD,Automotive  ==> auto repair,73 years old,1116,M,None,https://specials-images.forbesimg.com/imageserve/5a7f334a4bbe6f2652f52f6e/416x416.jpg?background=000000&cropX1=76&cropX2=300&cropY1=2&cropY2=226
9010,Sunny,Varkey,1066.0,2.4 BUSD,Service  ==> education,61 years old,1117,M,None,https://specials-images.forbesimg.com/imageserve/59d3db1aa7ea436b47b3627e/416x416.jpg?background=000000&cropX1=1997&cropX2=3163&cropY1=446&cropY2=1612
4790,Urs,Wietlisbach,1067.0,2.4 BUSD,Finance and Investments  ==> private equity,56 years old,1118,M,Switzerland,https://specials-images.forbesimg.com/imageserve/56cc2f58e4b062f6b59a4fcd/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=35&cropY2=779
5434,Michael,Ying,1068.0,2.4 BUSD,Fashion & Retail  ==> retail,68 years old,1119,None,Hong Kong,https://specials-images.forbesimg.com/imageserve/56897d88e4b0ffa7afe8a67f/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=48&cropY2=788
8898,Yu,Yu,1069.0,2.4 BUSD,Service  ==> education,56 years old,1120,M,China,https://specials-images.forbesimg.com/imageserve/5a7d1c54a7ea431690130e7f/416x416.jpg?background=000000&cropX1=681&cropX2=2599&cropY1=170&cropY2=2087
3906,Eva,Bucher-haefner,1070.0,2.3 BUSD,Technology  ==> Computer Associates,61 years old,1121,None,Switzerland,https://specials-images.forbesimg.com/imageserve/5a7d1c54a7ea431690130e7f/416x416.jpg?background=000000&cropX1=681&cropX2=2599&cropY1=170&cropY2=2087
8918,Chen,Chen,1071.0,2.3 BUSD,Real Estate  ==> real estate,52 years old,1122,M,None,https://specials-images.forbesimg.com/imageserve/5a7bc51831358e4955ace3a9/416x416.jpg?background=000000&cropX1=6&cropX2=2735&cropY1=955&cropY2=3686
5363,Gustavo,Denegri,1072.0,2.3 BUSD,Healthcare  ==> biotech,82 years old,1123,Male,None,https://specials-images.forbesimg.com/imageserve/6dc3c89409cd980592f213524b3184bb/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=24&cropY2=768
5080,Dermot,Desmond,1073.0,2.3 BUSD,Finance and Investments  ==> finance,67 years old,1124,Male,Ireland,https://specials-images.forbesimg.com/imageserve/5a7f76b731358e4955ad1cfb/416x416.jpg?background=000000&cropX1=99&cropX2=979&cropY1=44&cropY2=924
3795,Murali,Divi,1074.0,2.3 BUSD,Healthcare  ==> pharmaceuticals,67 years old,1125,M,India,https://specials-images.forbesimg.com/imageserve/9839b42fb571122aa4b8bafb23270c90/416x416.jpg?background=000000&cropX1=55&cropX2=696&cropY1=355&cropY2=996
9529,Thomas,Flohr,1075.0,2.3 BUSD,Logistics  ==> VistaJet,48 years old,1126,M,Switzerland,https://specials-images.forbesimg.com/imageserve/5a81c02ca7ea431690134bc2/416x416.jpg?background=000000&cropX1=382&cropX2=1089&cropY1=122&cropY2=829
5320,Bernard,Fraisse,1076.0,2.3 BUSD,Healthcare  ==> pharmaceuticals,61 years old,1127,None,None,https://specials-images.forbesimg.com/imageserve/58c70d5b4bbe6f0e55888018/416x416.jpg?background=000000&cropX1=108&cropX2=623&cropY1=76&cropY2=592
9081,Harsh,Goenka,1077.0,2.3 BUSD,Diversified  ==> diversified,60 years old,1128,M,None,https://specials-images.forbesimg.com/imageserve/57d88fc5a7ea430a8a19de14/416x416.jpg?background=000000&cropX1=0&cropX2=596&cropY1=205&cropY2=801
9898,David,Gottesman,1078.0,2.3 BUSD,Finance and Investments  ==> investments,92 years old,1129,M,None,https://specials-images.forbesimg.com/imageserve/56d0c6cde4b0c144a7f65c04/416x416.jpg?background=000000&cropX1=16&cropX2=704&cropY1=6&cropY2=694
7803,Murli,Gyanchandani,1079.0,2.3 BUSD,Manufacturing  ==> Detergents,,1130,M,India,https://specials-images.forbesimg.com/imageserve/56d0c6cde4b0c144a7f65c04/416x416.jpg?background=000000&cropX1=16&cropX2=704&cropY1=6&cropY2=694
5616,Bill,Haslam,1080.0,2.3 BUSD,Fashion & Retail  ==> truck stops,59 years old,1131,None,United States,https://specials-images.forbesimg.com/imageserve/5a8deca3a7ea431690140e2c/416x416.jpg?background=000000&cropX1=620&cropX2=1454&cropY1=82&cropY2=916
7770,Hu,Hu,1081.0,2.3 BUSD,Healthcare  ==> pharmaceuticals,55 years old,1132,M,China,https://specials-images.forbesimg.com/imageserve/5a7cb6284bbe6f2652f508cd/416x416.jpg?background=000000&cropX1=2&cropX2=1125&cropY1=20&cropY2=1144
9551,W.,Hunt,1082.0,2.3 BUSD,Energy  ==> oil,89 years old,1133,M,United States,https://specials-images.forbesimg.com/imageserve/8fb2161d3cd11b07d39227faf600d16f/416x416.jpg?background=000000&cropX1=200&cropX2=638&cropY1=11&cropY2=449
3634,Alijan,Ibragimov,1083.0,2.3 BUSD,"Metals & Mining  ==> mining, metals",64 years old,1134,M,None,https://specials-images.forbesimg.com/imageserve/5a7fbd0a4bbe6f2652f535a1/416x416.jpg?background=000000&cropX1=1097&cropX2=3120&cropY1=29&cropY2=2051
6067,Bradley,Jacobs,1084.0,2.3 BUSD,Logistics  ==> logistics,61 years old,1135,M,None,https://specials-images.forbesimg.com/imageserve/5a9ee3204bbe6f0fa82788fa/416x416.jpg?background=000000&cropX1=0&cropX2=1200&cropY1=23&cropY2=1224
7965,Brad,Kelley,1085.0,2.3 BUSD,Real Estate  ==> tobacco,61 years old,1136,None,None,https:http://specials-images.forbesimg.com/imageserve/5520633fa27facb88417bcf9fb84cd37/416x416.jpg?background=000000&cropX1=0&cropX2=1312&cropY1=209&cropY2=1520
6162,Vinod,Khosla,1086.0,2.3 BUSD,Technology  ==> venture capital,63 years old,1137,M,United States,https://specials-images.forbesimg.com/imageserve/ae82f9419aa536b885e3bfd12cced2db/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=77&cropY2=821
4075,Stephen,Lansdown,1087.0,2.3 BUSD,Finance and Investments  ==> financial services,65 years old,1138,M,Guernsey,https://specials-images.forbesimg.com/imageserve/5a7e64044bbe6f2652f52a39/416x416.jpg?background=000000&cropX1=16&cropX2=4188&cropY1=215&cropY2=4388
6925,Martin,Lau,1088.0,2.3 BUSD,Technology  ==> e-commerce,45 years old,1139,None,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a7e720a31358e4955ad146c/416x416.jpg?background=000000&cropX1=86&cropX2=1956&cropY1=11&cropY2=1882
2472,Lee,Lee,1089.0,2.3 BUSD,"Construction & Engineering  ==> construction, real estate",77 years old,1140,M,South Korea,https://specials-images.forbesimg.com/imageserve/5b15af1c31358e612fbb1f30/416x416.jpg?background=000000&cropX1=210&cropX2=1343&cropY1=3&cropY2=1137
