Position,Worth,Name,Age,Source,Country,Gender_cat
634,3.6 BUSD,Elizabeth Johnson,55,Finance and Investments  ==> money management,None,Female
635,3.6 BUSD,Peter Kellogg,75,Finance and Investments  ==> investments,None,Male
636,3.6 BUSD,Lim Sung-Ki,78,Healthcare  ==> pharmaceuticals,South Korea,Male
637,3.6 BUSD,Friedhelm Loh,71,Manufacturing  ==> manufacturing,Germany,Male
638,3.6 BUSD,Kiran Mazumdar-Shaw,65,Healthcare  ==> biotech,None,Female
639,3.6 BUSD,Idan Ofer,62,"Diversified  ==> drilling, shipping",None,Male
640,3.6 BUSD,Karsanbhai Patel,74,Diversified  ==> consumer goods,India,Male
641,3.6 BUSD,Qin Yinglin,53,Food and Beverage  ==> pig breeding,China,Male
642,3.6 BUSD,Qiu Guanghe,66,Fashion & Retail  ==> fashion retail,None,Male
643,3.6 BUSD,Sarath Ratanavadi,52,Energy  ==> energy,None,Male
644,3.6 BUSD,Rodger Riney,72,Finance and Investments  ==> discount brokerage,United States,Male
645,3.6 BUSD,Steven Spielberg,71,Media & Entertainment  ==> Movies,United States,Male
646,3.6 BUSD,Gabriele Volkmann,62,Automotive  ==> auto parts,None,Not Available
647,3.6 BUSD,Arne Wilhelmsen,88,Logistics  ==> cruise ships,Norway,Male
648,3.6 BUSD,Xu Jingren,73,Healthcare  ==> pharmaceuticals,None,Male
649,3.6 BUSD,Zhang Li,65,Real Estate  ==> real estate,None,Male
650,3.6 BUSD,Zhang Xin,52,Real Estate  ==> real estate,None,Female
651,3.6 BUSD,Anita Zucker,66,Manufacturing  ==> chemicals,None,Female
652,3.5 BUSD,Carlo Benetton,74,"Fashion & Retail  ==> fashion retail, investments",None,Male
653,3.5 BUSD,Gilberto Benetton,77,"Fashion & Retail  ==> fashion retail, investments",None,Not Available
654,3.5 BUSD,Giuliana Benetton,80,"Fashion & Retail  ==> fashion retail, investments",None,Not Available
655,3.5 BUSD,Luciano Benetton,83,"Fashion & Retail  ==> fashion retail, investments",None,Not Available
656,3.5 BUSD,Chen Bang,52,Healthcare  ==> hospitals,None,Male
657,3.5 BUSD,Kuldip Singh & Gurbachan Singh Dhingra,62,Manufacturing  ==> paints,None,Not Available
658,3.5 BUSD,Abilio Dos Santos Diniz,81,Fashion & Retail  ==> retail,Brazil,Male
659,3.5 BUSD,Bernard Ecclestone,87,Sports  ==> Formula One,None,Male
660,3.5 BUSD,Judy Faulkner,74,Technology  ==> health IT,None,Female
661,3.5 BUSD,Gao Tianguo,66,"Real Estate  ==> real estate, finance",China,Male
662,3.5 BUSD,Joshua Harris,53,Finance and Investments  ==> private equity,United States,Not Available
663,3.5 BUSD,Arthur Irving,88,Energy  ==> oil,None,Male
664,3.5 BUSD,Baba Kalyani,69,Construction & Engineering  ==> engineering,None,Male
665,3.5 BUSD,Dmitry Kamenshchik,50,Service  ==> airport,Russia,Male
666,3.5 BUSD,Douglas Leone,60,Finance and Investments  ==> venture capital,United States,Male
667,3.5 BUSD,Edwin Leong,66,Real Estate  ==> real estate,None,Male
668,3.5 BUSD,Arnon Milchan,73,Media & Entertainment  ==> movie making,None,Not Available
669,3.5 BUSD,Maren Otto,62,"Diversified  ==> retail, real estate",None,Female
670,3.5 BUSD,Anthony Pritzker,57,"Service  ==> hotels, investments",None,Male
671,3.5 BUSD,Jay Robert (J.B.) Pritzker,53,"Finance and Investments  ==> hotels, investments",None,Male
672,3.5 BUSD,Mitchell Rales,61,"Manufacturing  ==> manufacturing, investments",None,Male
673,3.5 BUSD,Kjell Inge Rokke,59,"Logistics  ==> shipping, seafood",Norway,Male
674,3.5 BUSD,"Bernard Saul, Ii.",86,"Finance and Investments  ==> banking, real estate",None,Male
675,3.5 BUSD,Donald Sterling,84,Real Estate  ==> real estate,United States,Male
676,3.5 BUSD,Tahir,66,Diversified  ==> diversified,None,Male
677,3.5 BUSD,Chairul Tanjung,56,Diversified  ==> diversified,None,Not Available
678,3.5 BUSD,Clemens Toennies,62,Food and Beverage  ==> meat processing,None,Not Available
679,3.4 BUSD,Somphote Ahunai,51,Energy  ==> energy,Thailand,Male
680,3.4 BUSD,Igor Altushkin,47,Metals & Mining  ==> metals,None,Male
681,3.4 BUSD,Riley Bechtel,66,"Construction & Engineering  ==> engineering, construction",None,Male
682,3.4 BUSD,"Stephen Bechtel, Jr.",93,"Construction & Engineering  ==> engineering, construction",None,Not Available
683,3.4 BUSD,Mike Cannon-Brookes,38,Technology  ==> software,None,Male
684,3.4 BUSD,Rafael Del Pino Y Calvo-Sotelo,59,Construction & Engineering  ==> construction,None,Male
685,3.4 BUSD,Antonio Del Valle Ruiz,79,Manufacturing  ==> chemicals,Mexico,Male
686,3.4 BUSD,Scott Farquhar,38,Technology  ==> software,None,Male
687,3.4 BUSD,Lindsay Fox,81,"Logistics  ==> logistics, real estate",Australia,Not Available
688,3.4 BUSD,Jimmy Haslam,64,"Fashion & Retail  ==> gas stations, retail",None,Male
689,3.4 BUSD,Heidi Horten,77,Fashion & Retail  ==> retail,None,Female
690,3.4 BUSD,Min Kao,69,Technology  ==> navigation equipment,United States,Male
691,3.4 BUSD,Melissa Ma,48,Technology  ==> internet search,None,Female
692,3.4 BUSD,Rudolf Maag,72,Healthcare  ==> medical devices,Switzerland,Male
693,3.4 BUSD,Alexander Ponomarenko,53,"Logistics  ==> real estate, airport",Russia,Male
694,3.4 BUSD,Carlos Rodriguez-Pastor,59,Finance and Investments  ==> finance,None,Male
695,3.4 BUSD,Shashi & Ravi Ruia,62,Diversified  ==> diversified,None,Male
696,3.4 BUSD,Teddy Sagi,46,Gambling & Casinos  ==> gambling software,None,Male
697,3.4 BUSD,Shaul Shani,63,Telecom  ==> telecom,None,Male
698,3.4 BUSD,Alexander Skorobogatko,50,"Logistics  ==> real estate, airport",None,Not Available
699,3.4 BUSD,Sun Guangxin,55,Diversified  ==> diversified,None,Male
700,3.4 BUSD,Rita Tong Liu,69,Real Estate  ==> real estate,None,Female
701,3.4 BUSD,Juan-Miguel Villar Mir,86,Construction & Engineering  ==> construction,None,Male
702,3.4 BUSD,Steve Wynn,76,"Gambling & Casinos  ==> casinos, hotels",None,Male
703,3.3 BUSD,Anil Agarwal,64,"Metals & Mining  ==> mining, metals",None,Male
704,3.3 BUSD,Abdulla Al Futtaim,62,"Automotive  ==> auto dealers, investments",United Arab Emirates,Male
705,3.3 BUSD,John Arnold,44,Finance and Investments  ==> hedge funds,None,Not Available
706,3.3 BUSD,Sid Bass,76,"Energy  ==> oil, investments",United States,Not Available
707,3.3 BUSD,Alain Bouchard,69,Fashion & Retail  ==> retail,Canada,Male
708,3.3 BUSD,John Brown,83,Healthcare  ==> medical equipment,None,Not Available
709,3.3 BUSD,Vanich Chaiyawan,86,"Finance and Investments  ==> insurance, beverages",None,Male
710,3.3 BUSD,Chen Lip Keong,70,"Gambling & Casinos  ==> casinos, property, energy",Malaysia,Male
711,3.3 BUSD,Charles Cohen,66,Real Estate  ==> real estate,None,Not Available
712,3.3 BUSD,Ashwin Dani,75,Manufacturing  ==> paints,India,Male
713,3.3 BUSD,Rakesh Gangwal,64,Service  ==> airline,United States,Male
714,3.3 BUSD,Reid Hoffman,50,Technology  ==> LinkedIn,None,Male
715,3.3 BUSD,"Amos Hostetter, Jr.",81,Media & Entertainment  ==> cable television,None,Not Available
716,3.3 BUSD,Zarakh Iliev,51,Real Estate  ==> real estate,None,Not Available
717,3.3 BUSD,Ji Qi,51,"Real Estate  ==> hotels, motels",None,Male
718,3.3 BUSD,Kenneth Langone,82,Finance and Investments  ==> investments,United States,Male
719,3.3 BUSD,Li Sze Lim,61,Real Estate  ==> real estate,None,Not Available
720,3.3 BUSD,George Lindemann,82,Finance and Investments  ==> investments,None,Male
721,3.3 BUSD,Liu Zhongtian,54,Manufacturing  ==> aluminum products,None,Male
722,3.3 BUSD,Luo Liguo,62,Manufacturing  ==> chemicals,China,Male
723,3.3 BUSD,Mary Alice Dorrance Malone,68,Food and Beverage  ==> Campbell Soup,United States,Female
724,3.3 BUSD,"Henry Nicholas, Iii.",58,Technology  ==> semiconductors,United States,Male
725,3.3 BUSD,God Nisanov,46,Real Estate  ==> real estate,None,Not Available
726,3.3 BUSD,Pat Stryker,62,Healthcare  ==> medical equipment,United States,Not Available
727,3.3 BUSD,Alexander Svetakov,50,Finance and Investments  ==> real estate,Russia,Male
728,3.3 BUSD,Hans Peter Wild,77,Food and Beverage  ==> flavorings,None,Male
729,3.2 BUSD,Yvonne Bauer,41,Media & Entertainment  ==> media,None,Female
730,3.2 BUSD,Patrizio Bertelli,72,Fashion & Retail  ==> luxury goods,None,Male
731,3.2 BUSD,Neil Bluhm,80,Real Estate  ==> real estate,None,Male
732,3.2 BUSD,Andrew & Peggy Cherng,62,Food and Beverage  ==> restaurants,None,Male
733,3.2 BUSD,Scott Cook,65,Technology  ==> software,United States,Male
734,3.2 BUSD,Leon G. Cooperman,75,Finance and Investments  ==> hedge funds,None,Male
735,3.2 BUSD,John Paul Dejoria,74,"Fashion & Retail  ==> hair products, tequila",None,Male
736,3.2 BUSD,Martin Ebner,72,Finance and Investments  ==> investments,None,Male
737,3.2 BUSD,Walter Faria,63,Food and Beverage  ==> beer,None,Male
738,3.2 BUSD,Sameer Gehlaut,44,Finance and Investments  ==> finance,None,Not Available
739,3.2 BUSD,Tom Golisano,76,Service  ==> payroll services,United States,Male
740,3.2 BUSD,Otto Happel,70,Construction & Engineering  ==> engineering,None,Male
741,3.2 BUSD,Jiang Bin,51,Technology  ==> acoustic components,None,Male
742,3.2 BUSD,Karel Komarek,49,Gambling & Casinos  ==> lotteries,None,Male
743,3.2 BUSD,Kurt Krieger,70,Fashion & Retail  ==> furniture retailing,None,Male
744,3.2 BUSD,Timur Kulibaev,51,Finance and Investments  ==> banking,None,Male
745,3.2 BUSD,Dinara Kulibaeva,50,Finance and Investments  ==> banking,Kazakhstan,Female
746,3.2 BUSD,Spiro Latsis,71,"Diversified  ==> banking, shipping",None,Male
747,3.2 BUSD,Daniel Loeb,56,Finance and Investments  ==> hedge funds,United States,Male
748,3.2 BUSD,Luo Jye,92,Automotive  ==> tires,None,Male
749,3.2 BUSD,Ronald Mcaulay,82,Energy  ==> energy,None,Male
750,3.2 BUSD,Alain Merieux,80,Healthcare  ==> pharmaceuticals,France,Not Available
751,3.2 BUSD,Hans Georg Naeder,56,Manufacturing  ==> prosthetics,None,Male
752,3.2 BUSD,Nie Tengyun,42,Service  ==> logistics,China,Not Available
753,3.2 BUSD,Daniel Och,57,Finance and Investments  ==> hedge funds,None,Male
754,3.2 BUSD,Miuccia Prada,69,Fashion & Retail  ==> luxury goods,None,Not Available
755,3.2 BUSD,Marc Rowan,55,Finance and Investments  ==> private equity,None,Male
756,3.2 BUSD,Haim Saban,73,"Media & Entertainment  ==> TV network, investments",United States,Male
757,3.2 BUSD,Alvaro Saieh Bendeck,68,Finance and Investments  ==> banking,None,Male
758,3.2 BUSD,Michael & Reiner Schmidt-Ruthenbeck,75,Fashion & Retail  ==> retail,None,Not Available
759,3.2 BUSD,Lynn Schusterman,79,"Energy  ==> oil & gas, investments",United States,Not Available
760,3.2 BUSD,Mark Shoen,67,Automotive  ==> U-Haul,United States,Male
761,3.2 BUSD,Michal Solowow,55,Finance and Investments  ==> investments,Poland,Male
762,3.2 BUSD,Daniel Tsai,62,Finance and Investments  ==> finance,None,Male
763,3.2 BUSD,Richard Tsai,61,Finance and Investments  ==> finance,None,Male
764,3.2 BUSD,Frank Wang,36,Technology  ==> drones,None,Male
765,3.2 BUSD,Meg Whitman,61,Technology  ==> eBay,None,Female
766,3.1 BUSD,John Catsimatidis,69,"Energy  ==> oil, real estate",None,Male
767,3.1 BUSD,Do Won & Jin Sook Chang,62,Fashion & Retail  ==> fashion retail,None,Male
768,3.1 BUSD,Cheng Cheung Ling,54,Healthcare  ==> pharmaceuticals,None,Female
769,3.1 BUSD,Barry Diller,76,Media & Entertainment  ==> online media,United States,Not Available
770,3.1 BUSD,Jack Dorsey,41,Technology  ==> Twitter,United States,Male
771,3.1 BUSD,Yakir Gabay,52,Real Estate  ==> real estate,Cyprus,Male
772,3.1 BUSD,Allan Goldman,75,Real Estate  ==> real estate,United States,Male
773,3.1 BUSD,Jane Goldman,62,Real Estate  ==> real estate,United States,Not Available
774,3.1 BUSD,Amy Goldman Fowler,64,Real Estate  ==> real estate,None,Female
775,3.1 BUSD,Daryl Katz,56,Diversified  ==> pharmacies,None,Not Available
776,3.1 BUSD,Diane Kemper,72,Real Estate  ==> real estate,None,Not Available
777,3.1 BUSD,Vladimir Kim,57,Metals & Mining  ==> mining,Kazakhstan,Male
778,3.1 BUSD,Lai Meisong,47,Logistics  ==> package delivery,China,Not Available
779,3.1 BUSD,Manuel Lao Hernandez,74,Gambling & Casinos  ==> gambling,None,Male
780,3.1 BUSD,James Leprino,80,Food and Beverage  ==> cheese,United States,Not Available
781,3.1 BUSD,Liang Xinjun,50,Diversified  ==> conglomerate,None,Male
782,3.1 BUSD,Tom Morris,63,Fashion & Retail  ==> retail,None,Not Available
783,3.1 BUSD,Thi Phuong Thao Nguyen,48,Diversified  ==> airlines,Vietnam,Female
784,3.1 BUSD,Rajan Raheja,64,Diversified  ==> diversified,None,Male
785,3.1 BUSD,Ren Jianhua,61,Manufacturing  ==> kitchen appliances,None,Male
786,3.1 BUSD,Richard Sands,67,Food and Beverage  ==> Food & Beverage,None,Male
787,3.1 BUSD,Kerry Stokes,77,"Diversified  ==> construction equipment, media",None,Male
788,3.1 BUSD,Donald Trump,72,"Real Estate  ==> television, real estate",None,Not Available
789,3.1 BUSD,Romesh T. Wadhwani,70,Technology  ==> software,None,Male
790,3.1 BUSD,Wang Jian,64,Technology  ==> healthcare services,None,Male
791,3.0 BUSD,Clifford Asness,51,Finance and Investments  ==> Investment Management,United States,Not Available
792,3.0 BUSD,Anne Beaufour,54,Healthcare  ==> pharmaceuticals,None,Female
793,3.0 BUSD,Henri Beaufour,53,Healthcare  ==> pharmaceuticals,None,Male
794,3.0 BUSD,Tom Benson,90,Sports  ==> New Orleans Saints,None,Male
795,3.0 BUSD,Jim Breyer,56,Technology  ==> venture capital,United States,Male
796,3.0 BUSD,Alejandro Bulgheroni,73,Energy  ==> oil & gas,None,Male
797,3.0 BUSD,Hasmukh Chudgar,84,Healthcare  ==> pharmaceuticals,None,Male
798,3.0 BUSD,Ennio Doris,77,Finance and Investments  ==> financial services,None,Not Available
799,3.0 BUSD,Luis Frias,55,Technology  ==> mobile payments,None,Male
800,3.0 BUSD,Valentin Gapontsev,79,Manufacturing  ==> lasers,United States,Male
801,3.0 BUSD,Martin Haefner,64,"Technology  ==> software, investments",Switzerland,Male
802,3.0 BUSD,Christopher Hohn,51,Finance and Investments  ==> Hedge funds,UK,Male
803,3.0 BUSD,Johnelle Hunt,86,Logistics  ==> trucking,United States,Not Available
804,3.0 BUSD,Rakesh Jhunjhunwala,57,Finance and Investments  ==> investments,None,Male
805,3.0 BUSD,Lu Xiangyang,55,"Automotive  ==> automobiles, batteries",China,Male
806,3.0 BUSD,John Middleton,63,Food and Beverage  ==> tobacco,United States,Male
807,3.0 BUSD,Kazuo Okada,75,Gambling & Casinos  ==> casinos,Japan,Male
808,3.0 BUSD,Jorge Perez,68,Real Estate  ==> real estate,United States,Male
809,3.0 BUSD,Prasert Prasarttong-Osoth,85,Healthcare  ==> hospitals,None,Male
810,3.0 BUSD,Jean (Gigi) Pritzker,55,"Service  ==> hotels, investments",None,Female
811,3.0 BUSD,Mochtar Riady,89,Diversified  ==> diversified,None,Male
812,3.0 BUSD,Arkady Rotenberg,66,"Construction & Engineering  ==> construction, pipes, banking",None,Male
813,3.0 BUSD,Michael Rubin,45,Fashion & Retail  ==> online retail,United States,Not Available
814,3.0 BUSD,Robert Sands,60,Food and Beverage  ==> Food & Beverage,United States,Not Available
815,3.0 BUSD,Herbert Simon,83,Real Estate  ==> real estate,None,Male
816,3.0 BUSD,Robert Toennies,40,Food and Beverage  ==> meat processing,None,Not Available
817,3.0 BUSD,Manuel Villar,68,Real Estate  ==> real estate,None,Male
818,3.0 BUSD,Don Vultaggio,66,Food and Beverage  ==> AriZona Beverages,None,Male
819,3.0 BUSD,Wang Zhenhua,56,Real Estate  ==> real estate,None,Not Available
820,3.0 BUSD,Wu Kaiting,48,Telecom  ==> electronics,Hong Kong,Not Available
821,3.0 BUSD,Simon Xie,48,Technology  ==> online payment service,None,Male
822,2.9 BUSD,Chuck Bundrant,76,Food and Beverage  ==> fishing,None,Male
823,2.9 BUSD,Cai Dongchen,65,Healthcare  ==> pharmaceuticals,China,Male
824,2.9 BUSD,Jose And Francisco Jose Calderon Rojas,62,Food and Beverage  ==> beverages,Mexico,Male
825,2.9 BUSD,Jason Chang,74,Technology  ==> electronics,None,Not Available
826,2.9 BUSD,Smita Crishna-Godrej,67,Diversified  ==> consumer goods,None,Female
827,2.9 BUSD,Ding Shizhong,47,Fashion & Retail  ==> sports apparel,China,Male
828,2.9 BUSD,Feng Hailiang,57,"Metals & Mining  ==> copper, education",China,Male
829,2.9 BUSD,Gerald Ford,73,Finance and Investments  ==> banking,United States,Male
830,2.9 BUSD,Philippe Foriel-Destezet,82,Service  ==> employment agency,France,Male
831,2.9 BUSD,Adi Godrej,76,Diversified  ==> consumer goods,India,Male
832,2.9 BUSD,Jamshyd Godrej,69,Diversified  ==> consumer goods,India,Not Available
833,2.9 BUSD,Nadir Godrej,67,Diversified  ==> consumer goods,None,Male
834,2.9 BUSD,Joseph Grendys,56,Food and Beverage  ==> poultry processing,United States,Not Available
835,2.9 BUSD,Hedda Im Brahm-Droege,63,Service  ==> consulting,None,Not Available
836,2.9 BUSD,Ke Zunhong,63,Healthcare  ==> pharmaceuticals,China,Male
837,2.9 BUSD,Randal Kirk,64,Healthcare  ==> pharmaceuticals,None,Male
838,2.9 BUSD,Alicia Koplowitz,64,"Finance and Investments  ==> construction, investments",None,Female
839,2.9 BUSD,Kwek Leng Beng,77,Real Estate  ==> real estate,Singapore,Male
840,2.9 BUSD,Louis Le Duff,71,Food and Beverage  ==> bakeries,France,Male
841,2.9 BUSD,Yusaku Maezawa,42,Technology  ==> online retail,None,Male
842,2.9 BUSD,Sergio Mantegazza,90,Service  ==> travel,None,Not Available
843,2.9 BUSD,Hans Melchers,80,"Finance and Investments  ==> chemicals, investments",Netherlands,Not Available
844,2.9 BUSD,Erwin Franz Mueller,85,Fashion & Retail  ==> drugstores,Germany,Not Available
845,2.9 BUSD,Rishad Naoroji,66,Diversified  ==> consumer goods,None,Not Available
846,2.9 BUSD,Husnu Ozyegin,73,"Finance and Investments  ==> finance, diversified",None,Male
847,2.9 BUSD,Prajogo Pangestu,74,Diversified  ==> petrochemicals,None,Not Available
848,2.9 BUSD,Jeff Rothschild,63,Technology  ==> Facebook,None,Not Available
849,2.9 BUSD,Thomas Siebel,65,Technology  ==> business software,None,Not Available
850,2.9 BUSD,Paul Singer,73,Finance and Investments  ==> hedge funds,None,Male
851,2.9 BUSD,Ralph Sonnenberg,84,Manufacturing  ==> blinds,None,Male
852,2.9 BUSD,Jon Stryker,60,Healthcare  ==> medical equipment,None,Male
853,2.9 BUSD,Georg Stumpf,45,"Diversified  ==> real estate, construction",None,Male
854,2.9 BUSD,Tsai Hong-Tu,65,Finance and Investments  ==> finance,None,Male
855,2.9 BUSD,Vincent Viola,62,Finance and Investments  ==> electronic trading,United States,Not Available
856,2.9 BUSD,Radovan Vitek,47,Real Estate  ==> real estate,None,Male
857,2.9 BUSD,Wang Laichun,51,Technology  ==> electronics components,China,Female
858,2.9 BUSD,Wang Laisheng,53,Technology  ==> electronics components,None,Not Available
859,2.8 BUSD,Carlos Ardila Lülle,88,"Food and Beverage  ==> soft drinks, diversified",None,Male
860,2.8 BUSD,"William Conway, Jr.",68,Finance and Investments  ==> private equity,None,Male
861,2.8 BUSD,Daniel D'Aniello,71,Finance and Investments  ==> private equity,None,Not Available
862,2.8 BUSD,Jim Davis,58,Service  ==> staffing & recruiting,None,Male
863,2.8 BUSD,Ding Shijia,54,Fashion & Retail  ==> sportswear,None,Not Available
864,2.8 BUSD,"John Dorrance, Iii.",74,Food and Beverage  ==> Campbell Soup,Ireland,Male
865,2.8 BUSD,Doris Fisher,86,Fashion & Retail  ==> Gap,United States,Female
866,2.8 BUSD,John Fisher,57,Fashion & Retail  ==> Gap,United States,Male
867,2.8 BUSD,Caroline Hagen Kjos,33,Diversified  ==> conglomerate,Norway,Female
868,2.8 BUSD,Kieu Hoang,73,Healthcare  ==> medical products,None,Male
869,2.8 BUSD,Huang Shih Tsai,67,Real Estate  ==> real estate,None,Not Available
870,2.8 BUSD,H. Wayne Huizenga,80,Finance and Investments  ==> investments,None,Male
871,2.8 BUSD,Osman Kibar,47,Healthcare  ==> biotech,None,Male
872,2.8 BUSD,Aloke Lohia,59,Manufacturing  ==> petrochemicals,India,Not Available
873,2.8 BUSD,Taha Mikati,73,Telecom  ==> telecom,None,Not Available
874,2.8 BUSD,Philip Niarchos,64,Diversified  ==> art collection,Greece,Not Available
875,2.8 BUSD,Stefan Olsson,69,Diversified  ==> diversified,None,Male
876,2.8 BUSD,Sebastian Piñera,68,Finance and Investments  ==> investments,None,Male
877,2.8 BUSD,Penny Pritzker,59,"Finance and Investments  ==> hotels, investments",None,Female
878,2.8 BUSD,Nicolas Puech,75,Fashion & Retail  ==> Hermes,None,Male
879,2.8 BUSD,Chandru Raheja,77,Real Estate  ==> real estate,None,Male
880,2.8 BUSD,David Rubenstein,68,Finance and Investments  ==> private equity,United States,Not Available
881,2.8 BUSD,Shi Yuzhu,55,"Diversified  ==> online games, investments",China,Male
882,2.8 BUSD,Zygmunt Solorz-Zak,61,Media & Entertainment  ==> TV broadcasting,None,Male
883,2.8 BUSD,Tung Chee Chen,76,Logistics  ==> shipping,None,Male
884,2.8 BUSD,Mark Walter,58,Finance and Investments  ==> finance,United States,Male
885,2.8 BUSD,"William Wrigley, Jr.",54,Food and Beverage  ==> chewing gum,United States,Male
886,2.8 BUSD,Mortimer Zuckerman,81,"Real Estate  ==> real estate, media",United States,Male
887,2.7 BUSD,Mohed Altrad,70,"Construction & Engineering  ==> scaffolding, cement mixers",France,Male
888,2.7 BUSD,Anil Ambani,59,Diversified  ==> diversified,None,Male
889,2.7 BUSD,Roberto Angelini Rossi,69,"Diversified  ==> forestry, mining",Chile,Not Available
890,2.7 BUSD,Saeed Bin Butti Al Qebaisi,62,"Diversified  ==> hospitals, investments",United Arab Emirates,Male
891,2.7 BUSD,Pierre Chen,60,"Diversified  ==> art, electronics",None,Male
892,2.7 BUSD,Ray Davis,76,Energy  ==> pipelines,United States,Male
893,2.7 BUSD,"Edward Debartolo, Jr.",71,Real Estate  ==> shopping centers,United States,Male
894,2.7 BUSD,Bennett Dorrance,72,Food and Beverage  ==> Campbell Soup,None,Male
895,2.7 BUSD,Eduardo Eurnekian,85,"Diversified  ==> airports, investments",None,Male
896,2.7 BUSD,Piero Ferrari,73,Automotive  ==> automobiles,Italy,Male
897,2.7 BUSD,Fiona Geminder,53,Manufacturing  ==> manufacturing,None,Female
898,2.7 BUSD,Gu Yuhua,68,Manufacturing  ==> furniture,None,Male
899,2.7 BUSD,Don Hankey,75,Finance and Investments  ==> auto loans,None,Male
900,2.7 BUSD,Reed Hastings,57,Media & Entertainment  ==> Netflix,None,Not Available
901,2.7 BUSD,Huang Wei,58,Real Estate  ==> real estate,None,Male
902,2.7 BUSD,James Irsay,59,Sports  ==> Indianapolis Colts,United States,Male
903,2.7 BUSD,Kim Beom-Su,52,Technology  ==> online services,None,Male
904,2.7 BUSD,Mustafa Kucuk,55,Fashion & Retail  ==> fashion retail,None,Male
905,2.7 BUSD,Mohamed Mansour,70,Diversified  ==> diversified,None,Male
906,2.7 BUSD,Najib Mikati,62,Telecom  ==> telecom,None,Male
907,2.7 BUSD,Ermirio Pereira De Moraes,86,Diversified  ==> diversified,None,Not Available
908,2.7 BUSD,Bob Parsons,67,Technology  ==> web hosting,None,Male
909,2.7 BUSD,Krit Ratanarak,72,"Media & Entertainment  ==> media, real estate",Thailand,Male
910,2.7 BUSD,Helena Revoredo,71,Service  ==> security services,None,Not Available
911,2.7 BUSD,Phillip Ruffin,83,"Diversified  ==> casinos, real estate",United States,Male
912,2.7 BUSD,Howard Schultz,64,Food and Beverage  ==> Starbucks,None,Male
913,2.7 BUSD,E. Joe Shoen,68,Automotive  ==> U-Haul,United States,Male
914,2.7 BUSD,Thomas Straumann,54,Healthcare  ==> dental implants,Switzerland,Not Available
915,2.7 BUSD,Lawrence Stroll,58,Fashion & Retail  ==> fashion investments,Canada,Male
916,2.7 BUSD,Andrew Tan,65,Diversified  ==> diversified,None,Male
917,2.7 BUSD,Tsai Cheng-Da,62,Finance and Investments  ==> finance,Taiwan,Male
918,2.7 BUSD,Frank Vandersloot,69,Fashion & Retail  ==> nutrition and wellness products,None,Male
919,2.7 BUSD,Sandro Veronesi,58,Fashion & Retail  ==> fashion,None,Male
920,2.7 BUSD,Ty Warner,73,"Real Estate  ==> real estate, plush toys",United States,Male
921,2.7 BUSD,Oprah Winfrey,64,Media & Entertainment  ==> TV shows,None,Not Available
922,2.7 BUSD,Zhang Wenzhong,56,Fashion & Retail  ==> Retail,China,Male
923,2.7 BUSD,Zuo Hui,47,Real Estate  ==> real estate services,None,Male
924,2.6 BUSD,Juan Abello,76,Finance and Investments  ==> investments,None,Not Available
925,2.6 BUSD,Semahat Sevim Arsel,89,Diversified  ==> diversified,Turkey,Not Available
926,2.6 BUSD,Bang Jun-Hyuk,50,Technology  ==> online gaming,None,Male
927,2.6 BUSD,Koos Bekker,65,"Media & Entertainment  ==> media, investments",South Africa,Male
928,2.6 BUSD,David Bonderman,75,Finance and Investments  ==> private equity,United States,Not Available
929,2.6 BUSD,Francesco Gaetano Caltagirone,75,"Construction & Engineering  ==> cement, diversified",None,Male
930,2.6 BUSD,John Caudwell,65,Telecom  ==> mobile phones,UK,Male
931,2.6 BUSD,Chen Fashu,57,Finance and Investments  ==> investments,China,Male
932,2.6 BUSD,Chung Eui-Sun,47,Logistics  ==> logistics,South Korea,Male
933,2.6 BUSD,Isabel Dos Santos,45,Finance and Investments  ==> investments,Angola,Female
934,2.6 BUSD,Fong Yun Wah,93,Real Estate  ==> real estate,Hong Kong,Not Available
935,2.6 BUSD,Phillip Frost,81,Healthcare  ==> pharmaceuticals,United States,Male
936,2.6 BUSD,Lutz Mario Helmig,71,Healthcare  ==> hospitals,None,Male
937,2.6 BUSD,B. Wayne Hughes,84,Service  ==> self storage,United States,Male
938,2.6 BUSD,Daniel Kretinsky,42,Energy  ==> energy generation,None,Male
939,2.6 BUSD,Raj Kumar & Kishin Rk,64,Real Estate  ==> real estate,None,Male
940,2.6 BUSD,Lam Kong,54,Healthcare  ==> pharmaceuticals,None,Male
941,2.6 BUSD,Lau Cho Kun,82,"Diversified  ==> palm oil, property",None,Male
942,2.6 BUSD,"Stephen Mandel, Jr.",62,Finance and Investments  ==> hedge funds,None,Male
943,2.6 BUSD,Gilles Martin,54,Healthcare  ==> laboratory services,None,Not Available
944,2.6 BUSD,Daniel Mate,55,"Metals & Mining  ==> mining, commodities",None,Male
945,2.6 BUSD,Robert Miller,72,Technology  ==> electronics components,Canada,Male
946,2.6 BUSD,Jorge Moll Filho,73,Healthcare  ==> hospitals,None,Male
947,2.6 BUSD,Maria Helena Moraes Scripilliti,87,Diversified  ==> diversified,None,Not Available
948,2.6 BUSD,Sean Parker,38,Technology  ==> Facebook,None,Male
949,2.6 BUSD,Jay Paul,70,Real Estate  ==> real estate,None,Male
950,2.6 BUSD,Patrick Ryan,81,Finance and Investments  ==> insurance,United States,Male
951,2.6 BUSD,Thomas Secunda,64,Media & Entertainment  ==> Bloomberg LP,None,Male
