Position,Worth,Name,Age,Source,Country,Gender_cat
1888,1.2 BUSD,Chu Jinfu,61,Manufacturing  ==> electrical equipment,None,Male
1889,1.2 BUSD,Eduardo Costantini,71,Real Estate  ==> real estate,Argentina,Male
1890,1.2 BUSD,Sol Daurella,52,Food and Beverage  ==> Coca-Cola,Spain,Female
1891,1.2 BUSD,Philip Day,52,Fashion & Retail  ==> clothing retail,None,Male
1892,1.2 BUSD,D. Leopoldo Del Pino Y Calvo-Sotelo,55,Construction & Engineering  ==> construction,None,Male
1893,1.2 BUSD,Norbert Dentressangle,63,"Logistics  ==> transport, logistics",None,Male
1894,1.2 BUSD,Beda Diethelm,77,Healthcare  ==> hearing aids,None,Male
1895,1.2 BUSD,Mark Dixon,59,Real Estate  ==> office real estate,None,Male
1896,1.2 BUSD,Henry Engelhardt,60,Finance and Investments  ==> insurance,United States,Male
1897,1.2 BUSD,Fang Hongbo,51,Manufacturing  ==> home appliances,None,Male
1898,1.2 BUSD,Gleb Fetisov,52,Telecom  ==> investments,None,Male
1899,1.2 BUSD,Donald Foss,74,Automotive  ==> auto loans,None,Not Available
1900,1.2 BUSD,Robert Friedland,67,Metals & Mining  ==> mining,United States,Male
1901,1.2 BUSD,Donald Friese,77,Manufacturing  ==> manufacturing,United States,Not Available
1902,1.2 BUSD,Fu Guangming,64,Food and Beverage  ==> poultry,China,Male
1903,1.2 BUSD,Dan Gertler,44,Metals & Mining  ==> mining,None,Male
1904,1.2 BUSD,Dennis Gillings,74,Healthcare  ==> drug testing,None,Male
1905,1.2 BUSD,Ryan Graves,33,Technology  ==> uber,United States,Not Available
1906,1.2 BUSD,Gu Wei,53,Manufacturing  ==> consumer electronics,China,Not Available
1907,1.2 BUSD,Alfredo Harp Helu,74,Finance and Investments  ==> banking,None,Male
1908,1.2 BUSD,Gudrun Heine,63,Healthcare  ==> medical devices,None,Female
1909,1.2 BUSD,Francis Holder,77,Food and Beverage  ==> bakeries,None,Male
1910,1.2 BUSD,Hong Seok-Joh,65,Fashion & Retail  ==> convenience stores,None,Male
1911,1.2 BUSD,Douglas Hsu,75,Diversified  ==> diversified,None,Not Available
1912,1.2 BUSD,Huang Jianrong,60,Metals & Mining  ==> minerals,China,Male
1913,1.2 BUSD,"B. Wayne Hughes, Jr.",57,Real Estate  ==> storage facilities,None,Not Available
1914,1.2 BUSD,Daisy Igel,90,"Energy  ==> gas, petrochemicals",None,Female
1915,1.2 BUSD,Thomas James,76,Finance and Investments  ==> finance,None,Male
1916,1.2 BUSD,Jiang Ganjun,54,Manufacturing  ==> home & office products,None,Not Available
1917,1.2 BUSD,Jiang Zhaobai,54,Real Estate  ==> real estate,China,Male
1918,1.2 BUSD,Jin Huiming,65,Real Estate  ==> real estate,China,Not Available
1919,1.2 BUSD,Ajay Kalsi,57,Energy  ==> oil & gas,India,Not Available
1920,1.2 BUSD,Helga Kellerhals,78,Fashion & Retail  ==> electronics retailer,Germany,Female
1921,1.2 BUSD,King Pak Fu,48,Real Estate  ==> real estate,None,Male
1922,1.2 BUSD,Sergei Kolesnikov,46,Manufacturing  ==> building materials,None,Male
1923,1.2 BUSD,Hemendra Kothari,71,Finance and Investments  ==> Financial Services,None,Male
1924,1.2 BUSD,Eiichi Kuriwada,71,Logistics  ==> package delivery,None,Male
1925,1.2 BUSD,Guy Laliberté,58,Media & Entertainment  ==> Cirque du Soleil,None,Male
1926,1.2 BUSD,Lee Hae-Jin,51,Technology  ==> Internet,South Korea,Male
1927,1.2 BUSD,Michael Lee-Chin,67,Finance and Investments  ==> mutual funds,None,Male
1928,1.2 BUSD,Li Guangyu,54,Service  ==> education,None,Male
1929,1.2 BUSD,Li Jun,53,Manufacturing  ==> electronics,None,Male
1930,1.2 BUSD,Li Rucheng,67,Fashion & Retail  ==> apparel,None,Male
1931,1.2 BUSD,Li Xuhui,50,Food and Beverage  ==> soy sauce maker,China,Not Available
1932,1.2 BUSD,Lim Wee Chai,60,Manufacturing  ==> rubber gloves,None,Male
1933,1.2 BUSD,Liu Jiang,50,Energy  ==> gas,None,Male
1934,1.2 BUSD,Liu Xuejing,67,"Diversified  ==> copper, poultry",None,Not Available
1935,1.2 BUSD,Liu Zhenguo,53,Service  ==> sewage treatment,None,Male
1936,1.2 BUSD,Lo Ka Shui,71,Real Estate  ==> real estate,None,Not Available
1937,1.2 BUSD,Lo Siu-Tong,88,"Real Estate  ==> real estate, hotels",None,Not Available
1938,1.2 BUSD,Tobi Lutke,36,Technology  ==> e-commerce,None,Not Available
1939,1.2 BUSD,Ma Yunsheng,55,Diversified  ==> energy,China,Not Available
1940,1.2 BUSD,Ziyavudin Magomedov,49,"Energy  ==> port, gas",None,Male
1941,1.2 BUSD,Ana Maria Marcondes Penido Sant'Anna,62,Construction & Engineering  ==> toll roads,None,Female
1942,1.2 BUSD,Terence (Terry) Matthews,75,Telecom  ==> telecom,Canada,Male
1943,1.2 BUSD,Gail Miller,74,"Automotive  ==> basketball, car dealers",None,Female
1944,1.2 BUSD,Andrei Molchanov,46,Construction & Engineering  ==> construction materials,None,Not Available
1945,1.2 BUSD,Ni Zhaoxing,62,Real Estate  ==> real estate,China,Male
1946,1.2 BUSD,Kentaro Ogawa,69,Food and Beverage  ==> restaurants,Japan,Not Available
1947,1.2 BUSD,Erik Paulsson,76,"Real Estate  ==> construction, real estate",Sweden,Male
1948,1.2 BUSD,Peng Hao,51,Manufacturing  ==> electronics,China,Not Available
1949,1.2 BUSD,Stefan Pierer,61,Automotive  ==> automotive,Austria,Not Available
1950,1.2 BUSD,Michael Price,65,Finance and Investments  ==> investments,None,Male
1951,1.2 BUSD,Clayton Riddell,80,Energy  ==> oil & gas,None,Male
1952,1.2 BUSD,Boris Rotenberg,61,"Construction & Engineering  ==> construction, pipes, chemicals",None,Male
1953,1.2 BUSD,Igor Rybakov,46,Manufacturing  ==> building materials,None,Male
1954,1.2 BUSD,Stephen Saad,54,Healthcare  ==> pharmaceuticals,None,Male
1955,1.2 BUSD,K. Rai Sahi,72,Real Estate  ==> real estate,None,Male
1956,1.2 BUSD,Airat Shaimiev,56,"Energy  ==> refinery, chemicals",Russia,Not Available
1957,1.2 BUSD,Radik Shaimiev,53,"Energy  ==> refinery, chemicals",None,Male
1958,1.2 BUSD,Shang Jiyong,50,"Diversified  ==> tires, chemicals",China,Male
1959,1.2 BUSD,Mikhail Shelkov,50,Metals & Mining  ==> titanium,None,Male
1960,1.2 BUSD,S.D. Shibulal,63,Technology  ==> software services,None,Male
1961,1.2 BUSD,Ron Sim,59,Fashion & Retail  ==> retail,None,Not Available
1962,1.2 BUSD,Leonid Simanovsky,68,Finance and Investments  ==> investments,Russia,Male
1963,1.2 BUSD,Basudeo Singh,77,Healthcare  ==> pharmaceuticals,India,Not Available
1964,1.2 BUSD,Samprada Singh,92,Healthcare  ==> pharmaceuticals,India,Male
1965,1.2 BUSD,Terry Snow,74,"Real Estate  ==> airports, real estate",None,Not Available
1966,1.2 BUSD,Lynsi Snyder,35,Food and Beverage  ==> In-N-Out Burger,United States,Female
1967,1.2 BUSD,Sybill Storz,81,Healthcare  ==> medical devices,None,Female
1968,1.2 BUSD,Harjo Sutanto,92,Fashion & Retail  ==> consumer goods,Indonesia,Male
1969,1.2 BUSD,Yoshikazu Tanaka,41,Technology  ==> social network,None,Male
1970,1.2 BUSD,Mehmet Sinan Tara,60,Construction & Engineering  ==> construction,Turkey,Not Available
1971,1.2 BUSD,Rit Thirakomen,66,Food and Beverage  ==> restaurants,Thailand,Male
1972,1.2 BUSD,Tian Ming,64,Technology  ==> measuring instruments,None,Male
1973,1.2 BUSD,Ion Tiriac,79,"Finance and Investments  ==> banking, insurance",None,Male
1974,1.2 BUSD,Ivar Tollefsen,57,Real Estate  ==> Real estate,Norway,Not Available
1975,1.2 BUSD,Mustafa Latif Topbas,74,"Fashion & Retail  ==> food, retail",Turkey,Male
1976,1.2 BUSD,Thomas Tull,48,Media & Entertainment  ==> movies,None,Not Available
1977,1.2 BUSD,John Van Lieshout,72,Real Estate  ==> real estate,None,Male
1978,1.2 BUSD,Wang Han,29,Diversified  ==> airline,China,Male
1979,1.2 BUSD,Wang Junjin,49,Service  ==> airline,None,Male
1980,1.2 BUSD,Wang Wenbiao,61,"Manufacturing  ==> natural gas, fertilizers",None,Male
1981,1.2 BUSD,"Alfred West, Jr.",75,Finance and Investments  ==> money management,None,Male
1982,1.2 BUSD,Wu Daohong,52,Energy  ==> energy services,China,Male
1983,1.2 BUSD,Wu Yiling,68,Healthcare  ==> pharmaceuticals,China,Male
1984,1.2 BUSD,Xiu Laigui,63,Healthcare  ==> pharmaceuticals,China,Male
1985,1.2 BUSD,Xu Xiong,46,Service  ==> driving schools,China,Male
1986,1.2 BUSD,Xu Xudong,48,Automotive  ==> auto parts,None,Not Available
1987,1.2 BUSD,Xue Hua,48,Manufacturing  ==> Agribusiness,China,Not Available
1988,1.2 BUSD,Vadim Yakunin,55,Healthcare  ==> pharmacy,Russia,Male
1989,1.2 BUSD,Yan Yude,57,Service  ==> private schools,None,Male
1990,1.2 BUSD,Yang Keng,57,Real Estate  ==> real estate,None,Male
1991,1.2 BUSD,Yang Shaopeng,60,Logistics  ==> Shipping,None,Male
1992,1.2 BUSD,Zhang Cheng Fei,50,Manufacturing  ==> paper & related products,China,Male
1993,1.2 BUSD,Zhang Jingzhang,82,Manufacturing  ==> precision machinery,None,Male
1994,1.2 BUSD,Zhang Keqiang,58,Real Estate  ==> real estate,None,Male
1995,1.2 BUSD,Zhang Xuanning,48,Fashion & Retail  ==> retail,China,Not Available
1996,1.2 BUSD,Zhang Zhangsun,61,Real Estate  ==> real estate,None,Male
1997,1.2 BUSD,Zhou Bajin,83,Manufacturing  ==> auto parts,China,Not Available
1998,1.2 BUSD,Zhou Wenyu,53,Real Estate  ==> real estate,None,Male
1999,1.1 BUSD,William Ackman,52,Finance and Investments  ==> hedge funds,United States,Male
2000,1.1 BUSD,Soegiarto Adikoesoemo,80,Logistics  ==> chemicals,Indonesia,Male
2001,1.1 BUSD,Ali Ibrahim Agaoglu,64,Construction & Engineering  ==> construction,Turkey,Male
2002,1.1 BUSD,Hamdi Akin,63,Diversified  ==> diversified,None,Male
2003,1.1 BUSD,Chirayu Amin,71,Healthcare  ==> pharmaceuticals,None,Male
2004,1.1 BUSD,Mehmet Aydinlar,61,Healthcare  ==> hospitals,Turkey,Male
2005,1.1 BUSD,Emanuella Barilla,51,Food and Beverage  ==> Barilla pasta,None,Female
2006,1.1 BUSD,Guido Barilla,59,Food and Beverage  ==> Barilla pasta,Italy,Not Available
2007,1.1 BUSD,Luca Barilla,58,Food and Beverage  ==> Barilla pasta,None,Male
2008,1.1 BUSD,Paolo Barilla,57,Food and Beverage  ==> Barilla pasta,None,Male
2009,1.1 BUSD,Mehmet Rustu Basaran,71,"Energy  ==> banking, gas",Turkey,Male
2010,1.1 BUSD,J. Hyatt Brown,80,Finance and Investments  ==> insurance,None,Not Available
2011,1.1 BUSD,Bu Yang,62,Fashion & Retail  ==> retail,None,Female
2012,1.1 BUSD,Hideyuki Busujima,65,Gambling & Casinos  ==> pachinko machines,Japan,Male
2013,1.1 BUSD,Cai Rongjun,45,Technology  ==> electronic components,None,Not Available
2014,1.1 BUSD,Cai Xiaoru,38,Technology  ==> electronic components,None,Male
2015,1.1 BUSD,Delfin Jorge Ezequiel Carballo,65,Finance and Investments  ==> banking,None,Not Available
2016,1.1 BUSD,Chen Jinshi,55,"Real Estate  ==> construction, real estate",None,Male
2017,1.1 BUSD,Chen Qixing,58,Technology  ==> electronics components,None,Male
2018,1.1 BUSD,Chen Shiliang,54,Manufacturing  ==> polyester,China,Male
2019,1.1 BUSD,Chen Xiaxin,56,Diversified  ==> industrial machinery,None,Male
2020,1.1 BUSD,Manas Chiaravanond,62,Diversified  ==> diversified,None,Not Available
2021,1.1 BUSD,Yupa Chiaravanond,62,Diversified  ==> diversified,None,Not Available
2022,1.1 BUSD,Prathip Chiravanond,62,Diversified  ==> diversified,Thailand,Male
2023,1.1 BUSD,Gustavo Cisneros,73,Media & Entertainment  ==> media,Venezuela,Not Available
2024,1.1 BUSD,Sandor Csanyi,65,"Diversified  ==> finance, real estate",None,Male
2025,1.1 BUSD,Cui Lijie,60,Gambling & Casinos  ==> gambling,None,Not Available
2026,1.1 BUSD,Dang Yanbao,45,Metals & Mining  ==> coal,None,Male
2027,1.1 BUSD,Bharat Desai,65,Technology  ==> IT consulting,United States,Male
2028,1.1 BUSD,Joseph Edelman,63,Finance and Investments  ==> hedge funds,None,Male
2029,1.1 BUSD,Wolfgang Egger,62,Real Estate  ==> real estate,Germany,Male
2030,1.1 BUSD,Andrei Filatov,46,"Logistics  ==> ports, railway transport",None,Not Available
2031,1.1 BUSD,Paul Fireman,74,Fashion & Retail  ==> Reebok,None,Not Available
2032,1.1 BUSD,J. Christopher Flowers,60,Finance and Investments  ==> investments,None,Male
2033,1.1 BUSD,Fu Kwan,60,"Diversified  ==> real estate, diversified",None,Male
2034,1.1 BUSD,Sheela Gautam,86,Fashion & Retail  ==> mattresses,India,Not Available
2035,1.1 BUSD,Drew Houston,34,Technology  ==> file hosting service,United States,Not Available
2036,1.1 BUSD,Huang Shilin,51,Energy  ==> storage batteries,None,Male
2037,1.1 BUSD,Huang Wen Tsai,64,Real Estate  ==> real estate,China,Not Available
2038,1.1 BUSD,Mohammed Ibrahim,72,Telecom  ==> communications,None,Male
2039,1.1 BUSD,Hiroshi Ishibashi,71,Automotive  ==> tires,Japan,Male
2040,1.1 BUSD,Bent Jensen,66,Manufacturing  ==> electric linear systems,Denmark,Not Available
2041,1.1 BUSD,Chatchai Kaewbootta,66,Finance and Investments  ==> auto loans,None,Male
2042,1.1 BUSD,Jonas Kamprad,52,Finance and Investments  ==> IKEA,None,Male
2043,1.1 BUSD,Mathias Kamprad,48,Finance and Investments  ==> IKEA,Sweden,Male
2044,1.1 BUSD,Peter Kamprad,54,Finance and Investments  ==> IKEA,Sweden,Not Available
2045,1.1 BUSD,Madhu Kapur,62,Finance and Investments  ==> banking,None,Female
2046,1.1 BUSD,Richard Kayne,72,Finance and Investments  ==> investments,United States,Male
2047,1.1 BUSD,Vladimir Kogan,55,Diversified  ==> banking,None,Not Available
2048,1.1 BUSD,Koh Wee Meng,54,"Real Estate  ==> real estate, hotels",None,Male
2049,1.1 BUSD,Koo Bon-Joon,66,"Technology  ==> electronics, household products",None,Male
2050,1.1 BUSD,Lam Lung On,53,Real Estate  ==> real estate,China,Male
2051,1.1 BUSD,Isaac Larian,64,Manufacturing  ==> toys,United States,Male
2052,1.1 BUSD,Frank Laukien,58,Manufacturing  ==> scientific equipment,United States,Male
2053,1.1 BUSD,Lee Joon-Ho,53,Technology  ==> online games,None,Male
2054,1.1 BUSD,Lee Sang-Hyuk,47,Technology  ==> investments,None,Male
2055,1.1 BUSD,Nancy Lerner,58,"Finance and Investments  ==> banking, credit cards",United States,Female
2056,1.1 BUSD,Norma Lerner,82,Finance and Investments  ==> banking,None,Not Available
2057,1.1 BUSD,Randolph Lerner,56,"Finance and Investments  ==> banking, credit cards",United States,Male
2058,1.1 BUSD,David Xueling Li,45,Technology  ==> live streaming service,None,Male
2059,1.1 BUSD,Li Tan,53,Healthcare  ==> pharmaceuticals,None,Not Available
2060,1.1 BUSD,Li Weiguo,53,Manufacturing  ==> construction materials,None,Not Available
2061,1.1 BUSD,Liang Feng,49,Manufacturing  ==> manufacturing,China,Male
2062,1.1 BUSD,Liang Guangwei,54,Manufacturing  ==> conglomerate,China,Male
2063,1.1 BUSD,Liang Shezeng,86,Real Estate  ==> real estate,None,Not Available
2064,1.1 BUSD,Liao Chang,52,Food and Beverage  ==> wine,None,Male
2065,1.1 BUSD,Jenny Lindén Urnes,47,Manufacturing  ==> powdered metal,Sweden,Female
2066,1.1 BUSD,Liu Zhendong,47,Service  ==> industrial parks,None,Male
2067,1.1 BUSD,Liu Zhiqiang,53,Diversified  ==> conglomerate,None,Not Available
2068,1.1 BUSD,Jonathan Lu,49,Technology  ==> e-commerce,China,Male
2069,1.1 BUSD,William Macaulay,72,Energy  ==> energy investments,None,Male
2070,1.1 BUSD,John Martin,67,Healthcare  ==> pharmaceuticals,None,Male
2071,1.1 BUSD,Yves-Loic Martin,52,Healthcare  ==> laboratory services,None,Male
2072,1.1 BUSD,Satish Mehta,67,Healthcare  ==> pharmaceuticals,India,Not Available
2073,1.1 BUSD,Nikita Mishin,46,"Logistics  ==> ports, railway transport",Russia,Not Available
2074,1.1 BUSD,Konstantin Nikolaev,47,"Logistics  ==> ports, railway transport",None,Male
2075,1.1 BUSD,Simon Nixon,50,Technology  ==> price comparison website,UK,Male
2076,1.1 BUSD,Michael O'Leary,57,Service  ==> Ryanair,Ireland,Not Available
2077,1.1 BUSD,Liora Ofer,64,Finance and Investments  ==> investments,None,Female
2078,1.1 BUSD,Roberto Ongpin,81,Diversified  ==> diversified,None,Male
2079,1.1 BUSD,Niti Osathanugrah,44,Finance and Investments  ==> investments,None,Male
2080,1.1 BUSD,Frank Otto,60,Fashion & Retail  ==> retail,None,Not Available
2081,1.1 BUSD,Gretel Packer,52,Media & Entertainment  ==> casinos,None,Not Available
2082,1.1 BUSD,Alberto Palatchi,68,Fashion & Retail  ==> wedding dresses,Spain,Male
2083,1.1 BUSD,Peng Jianhu,61,Media & Entertainment  ==> tourism,None,Male
2084,1.1 BUSD,Lucy Peng,45,Technology  ==> e-commerce,None,Female
2085,1.1 BUSD,Andrei Rappoport,55,Finance and Investments  ==> investments,None,Male
2086,1.1 BUSD,Andrea Reimann-Ciardelli,61,Fashion & Retail  ==> consumer goods,None,Not Available
2087,1.1 BUSD,Igor Rotenberg,45,"Diversified  ==> construction, real estate",None,Not Available
2088,1.1 BUSD,Alan Rydge,66,Real Estate  ==> entertainment,None,Not Available
2089,1.1 BUSD,Chris Sacca,43,Finance and Investments  ==> venture capital investing,United States,Male
2090,1.1 BUSD,Alexander Samwer,43,Technology  ==> tech investments,None,Not Available
2091,1.1 BUSD,Marc Samwer,47,Technology  ==> tech investments,None,Not Available
2092,1.1 BUSD,Oliver Samwer,44,Technology  ==> tech investments,None,Male
2093,1.1 BUSD,Neil Shen,50,Finance and Investments  ==> venture capital,None,Male
2094,1.1 BUSD,Albert Shigaboutdinov,65,"Diversified  ==> refinery, chemicals",Russia,Male
2095,1.1 BUSD,Shin Dong-Joo,64,Fashion & Retail  ==> retail,South Korea,Not Available
2096,1.1 BUSD,Yoshiko Shinohara,83,Service  ==> staffing,None,Female
2097,1.1 BUSD,Analjit Singh,64,Healthcare  ==> healthcare,None,Male
2098,1.1 BUSD,Stephen Smith,67,Finance and Investments  ==> finance and investments,None,Not Available
2099,1.1 BUSD,Michael Steinhardt,77,Finance and Investments  ==> finance,None,Male
2100,1.1 BUSD,Svein Stole,55,Finance and Investments  ==> investments,None,Male
2101,1.1 BUSD,Rustem Sulteev,64,"Energy  ==> refinery, chemicals",Russia,Male
2102,1.1 BUSD,Julio Patricio Supervielle,61,Finance and Investments  ==> banking,Argentina,Not Available
2103,1.1 BUSD,Min-Liang Tan,40,Media & Entertainment  ==> gaming,None,Male
2104,1.1 BUSD,Hary Tanoesoedibjo,52,Media & Entertainment  ==> media,None,Male
2105,1.1 BUSD,Sukanto Tanoto,68,Diversified  ==> diversified,None,Not Available
2106,1.1 BUSD,Tiong Hiew King,83,"Diversified  ==> timber, media",None,Male
2107,1.1 BUSD,Laurie Tisch,67,"Diversified  ==> insurance, NFL team",United States,Not Available
2108,1.1 BUSD,Steven Tisch,69,Diversified  ==> insurance,None,Not Available
2109,1.1 BUSD,James Truchard,74,Technology  ==> software,United States,Male
2110,1.1 BUSD,Vardis Vardinoyannis,85,Energy  ==> oil and gas,Greece,Not Available
2111,1.1 BUSD,Murat Vargi,70,Telecom  ==> telecom,None,Male
2112,1.1 BUSD,Wan Lianbu,52,Manufacturing  ==> fertilizers,None,Male
2113,1.1 BUSD,Wang Miaotong,61,Automotive  ==> auto parts,China,Male
2114,1.1 BUSD,Wang Zhenghua,74,Service  ==> budget airline,None,Male
2115,1.1 BUSD,Wen Jianping,56,Service  ==> sewage treatment,China,Not Available
2116,1.1 BUSD,Myron Wentz,78,Fashion & Retail  ==> health products,None,Male
2117,1.1 BUSD,Xia Zuoquan,56,Automotive  ==> automobiles,China,Not Available
2118,1.1 BUSD,Swift Xie,62,Technology  ==> drones,None,Not Available
2119,1.1 BUSD,Yao Jinbo,42,Technology  ==> online marketplace,None,Male
2120,1.1 BUSD,Fatma Tuba Yazici,45,Diversified  ==> diversified,None,Not Available
2121,1.1 BUSD,Zhang Zhirong,49,"Diversified  ==> real estate, shipbuilding",Hong Kong,Male
2122,1.1 BUSD,Zhao Yan,51,"Diversified  ==> real estate, finance",None,Not Available
2123,1.1 BUSD,Zhou Zongwen,61,Fashion & Retail  ==> jewelry,China,Male
2124,1.0 BUSD,Raamdeo Agrawal,61,Finance and Investments  ==> financial services,India,Male
2125,1.0 BUSD,Maurizio Billi,60,Healthcare  ==> generic drugs,Brazil,Male
2126,1.0 BUSD,Sara Blakely,47,Fashion & Retail  ==> Spanx,None,Female
2127,1.0 BUSD,Pete Bodharamik,45,Telecom  ==> telecom,None,Not Available
2128,1.0 BUSD,Cao Kejian,56,Manufacturing  ==> air compressors,None,Male
2129,1.0 BUSD,Morris Chang,86,Technology  ==> semiconductors,Taiwan,Not Available
2130,1.0 BUSD,Richard Chang,71,"Real Estate  ==> real estate, electronics",None,Not Available
2131,1.0 BUSD,Chen Jianming,62,Real Estate  ==> real estate,China,Male
2132,1.0 BUSD,Cho Yang-Rai,80,Manufacturing  ==> tire manufacturing,None,Male
2133,1.0 BUSD,Yvon Chouinard,79,Fashion & Retail  ==> Patagonia,None,Male
2134,1.0 BUSD,Eduard Chukhlebov,54,Metals & Mining  ==> metallurgy,None,Male
2135,1.0 BUSD,Jack Cockwell,77,"Finance and Investments  ==> Real Estate, Private Equity",None,Male
2136,1.0 BUSD,John Collison,26,Technology  ==> Stripe,None,Male
2137,1.0 BUSD,Patrick Collison,28,Technology  ==> Stripe,Ireland,Male
2138,1.0 BUSD,Henry Davis,67,Food and Beverage  ==> beef processing,United States,Male
2139,1.0 BUSD,Francois Feuillet,69,"Automotive  ==> motorhomes, RVs",France,Male
2140,1.0 BUSD,Susumu Fujita,45,Media & Entertainment  ==> internet media,None,Male
2141,1.0 BUSD,Filaret Galchev,55,Construction & Engineering  ==> construction materials,None,Male
2142,1.0 BUSD,Yuri Gushchin,73,"Food and Beverage  ==> candy, real estate",Russia,Male
2143,1.0 BUSD,David Hall,66,Automotive  ==> automotive technology,United States,Male
2144,1.0 BUSD,He Simo,53,Manufacturing  ==> power supply manufacturer,China,Male
2145,1.0 BUSD,Hon Kwok Lung,63,Fashion & Retail  ==> real estate,None,Male
2146,1.0 BUSD,Elie Horn,74,Real Estate  ==> real estate,None,Not Available
2147,1.0 BUSD,Huang Bingwen,64,Manufacturing  ==> packaging,Australia,Male
2148,1.0 BUSD,Huang Xiaofen,56,Technology  ==> printed circuit boards,None,Not Available
2149,1.0 BUSD,Masayuki Ishihara,69,Gambling & Casinos  ==> pachinko machines,None,Not Available
2150,1.0 BUSD,Tarang Jain,56,Manufacturing  ==> auto components,None,Male
2151,1.0 BUSD,Jiang Wei,56,Healthcare  ==> pharmaceuticals,None,Male
2152,1.0 BUSD,Jiang Xuefei,48,Technology  ==> printed circuit boards,China,Male
2153,1.0 BUSD,David Kabiller,54,Finance and Investments  ==> investment management,United States,Male
2154,1.0 BUSD,Morris Kahn,88,Technology  ==> software,None,Male
2155,1.0 BUSD,"Anton Kathrein, Jr.",32,Manufacturing  ==> antennas,None,Male
2156,1.0 BUSD,Kim Dae-Il,38,Technology  ==> mobile gaming,None,Not Available
2157,1.0 BUSD,Michael Kim,54,Finance and Investments  ==> Investment,South Korea,Male
2158,1.0 BUSD,Ihor Kolomoyskyy,55,"Diversified  ==> banking, investments",None,Not Available
2159,1.0 BUSD,Koo Bon-Sik,59,Technology  ==> electronics/household products,None,Male
2160,1.0 BUSD,Igor Kudryashkin,56,Metals & Mining  ==> metallurgy,None,Male
2161,1.0 BUSD,Lev Kvetnoi,52,Finance and Investments  ==> cement,None,Male
2162,1.0 BUSD,Theodore Leonsis,62,Sports  ==> sports teams,United States,Male
2163,1.0 BUSD,Lev Leviev,62,Metals & Mining  ==> diamonds,None,Not Available
2164,1.0 BUSD,Liang Zhaoxian,53,Manufacturing  ==> appliances,China,Male
2165,1.0 BUSD,John Liew,50,Finance and Investments  ==> Investment Management,None,Male
2166,1.0 BUSD,Paul Little,70,"Real Estate  ==> logistics, real estate",None,Male
2167,1.0 BUSD,Liu Fuhai,64,"Diversified  ==> textiles, energy",China,Male
2168,1.0 BUSD,Liu Jincheng,53,Technology  ==> lithium batteries,None,Male
2169,1.0 BUSD,Liu Shaoxi,54,Real Estate  ==> real estate,None,Male
2170,1.0 BUSD,Lu Weiding,47,Diversified  ==> diversified,None,Male
2171,1.0 BUSD,Duncan Macmillan,80,Finance and Investments  ==> Bloomberg LP,None,Not Available
2172,1.0 BUSD,George Marcus,76,Real Estate  ==> real estate,United States,Male
2173,1.0 BUSD,Bernardo Matte,62,Manufacturing  ==> paper,Chile,Male
2174,1.0 BUSD,Eliodoro Matte,72,Manufacturing  ==> paper,None,Male
2175,1.0 BUSD,Mi Enhua,60,Fashion & Retail  ==> retail,None,Male
2176,1.0 BUSD,Lowell Milken,69,Finance and Investments  ==> investments,United States,Male
2177,1.0 BUSD,Nirmal Minda,60,Automotive  ==> auto parts,None,Male
2178,1.0 BUSD,Martin Naughton,79,Manufacturing  ==> heating equipment,None,Male
2179,1.0 BUSD,Vadim Novinsky,55,Metals & Mining  ==> steel,Ukraine,Male
2180,1.0 BUSD,Sergei Petrov,63,Automotive  ==> auto import and dealerships,None,Male
2181,1.0 BUSD,Carolyn Rafaelian,51,Fashion & Retail  ==> jewelry,None,Not Available
2182,1.0 BUSD,Lawrence Rossy,75,Fashion & Retail  ==> dollar stores,None,Not Available
2183,1.0 BUSD,Alice Schwartz,91,Manufacturing  ==> biotech,United States,Female
2184,1.0 BUSD,Martin Selig,80,Real Estate  ==> real estate,None,Not Available
2185,1.0 BUSD,Sathien Setthasit,64,Food and Beverage  ==> energy drinks,Thailand,Not Available
2186,1.0 BUSD,Evan Sharp,34,Technology  ==> Pinterest,None,Male
2187,1.0 BUSD,Ravindra Kishore Sinha,66,Service  ==> security services,India,Male
2188,1.0 BUSD,Axel Stawski,67,Real Estate  ==> real estate,None,Male
2189,1.0 BUSD,Beny Steinmetz,62,"Metals & Mining  ==> mining, diamonds, real estate",Israel,Male
2190,1.0 BUSD,Dirk Stroeer,49,Media & Entertainment  ==> advertising,None,Male
2191,1.0 BUSD,Sun Shangchuan,54,Technology  ==> electronics components,China,Male
2192,1.0 BUSD,Sam Tarascio,73,Real Estate  ==> real estate,None,Male
2193,1.0 BUSD,Robert Toll,77,Real Estate  ==> home building,None,Male
2194,1.0 BUSD,Surin Upatkoon,69,"Diversified  ==> telecom, lotteries, insurance",Thailand,Not Available
2195,1.0 BUSD,Alexander Vik,63,Finance and Investments  ==> investments,Norway,Male
2196,1.0 BUSD,Peter-Alexander Wacker,66,Manufacturing  ==> chemicals,Germany,Male
2197,1.0 BUSD,Wang Jianyi,55,Technology  ==> fiber optic cables,None,Male
2198,1.0 BUSD,V. Prem Watsa,67,"Finance and Investments  ==> insurance, investments",None,Male
2199,1.0 BUSD,Sandy Weill,85,Finance and Investments  ==> Citigroup,None,Not Available
2200,1.0 BUSD,Wen Pengcheng,55,Food and Beverage  ==> agribusiness,China,Not Available
2201,1.0 BUSD,Wu Chung-Yi,59,Manufacturing  ==> manufacturing,Taiwan,Not Available
